Transaction_ID,Date,Time,Age_Group,Category,Product_Name,Price,Quantity,Payment_Method,Store_Location,Total_Amount
T00054,2026-04-10,08:16,40s,Snack,초코빈,1200,3,Cash,Hongdae,3600
T00055,2026-04-04,17:50,20s,Tobacco,에쎄 프라임,4500,2,Cash,Sinsa,9000
T00056,2026-03-08,06:50,40s,Beverage,바나나우유,1700,2,Credit Card,Yeouido,3400
T00057,2026-03-21,14:32,10s,Beverage,바나나우유,1700,3,Mobile Pay,Yeouido,5100
T00058,2026-04-06,04:56,20s,Fresh Food,혜자로운 도시락,5200,2,Points,Mapo,10400
T00059,2026-03-04,07:20,20s,Instant Food,신라면 소컵,1100,1,Points,Yeouido,1100
T00060,2026-04-07,15:13,20s,Fresh Food,샌드위치,2800,2,Mobile Pay,Gangnam,5600
T00061,2026-04-12,03:41,20s,Beverage,에너지드링크,2200,2,Points,Mapo,4400
T00062,2026-03-24,14:28,10s,Beverage,에너지드링크,2200,1,Mobile Pay,Mapo,2200
T00063,2026-03-27,14:47,40s,Tobacco,메비우스,4500,1,Mobile Pay,Mapo,4500
T00064,2026-03-18,23:59,20s,Beverage,아이스 아메리카노,2500,2,Credit Card,Sinsa,5000
T00065,2026-03-10,08:50,20s,Tobacco,에쎄 프라임,4500,3,Points,Gangnam,13500
T00066,2026-04-14,23:06,10s,Instant Food,신라면 소컵,1100,1,Credit Card,Hongdae,1100
T00067,2026-03-06,08:10,30s,Fresh Food,혜자로운 도시락,5200,2,Credit Card,Mapo,10400
T00068,2026-03-27,02:56,10s,Snack,초코빈,1200,3,Points,Sinsa,3600
T00069,2026-03-12,12:10,30s,Fresh Food,참치마요 삼각김밥,1200,3,Cash,Gangnam,3600
T00070,2026-03-01,01:33,30s,Beverage,바나나우유,1700,2,Cash,Gangnam,3400
T00071,2026-04-02,20:59,20s,Alcohol,소주,2100,3,Cash,Sinsa,6300
T00072,2026-03-04,15:29,40s,Fresh Food,혜자로운 도시락,5200,1,Mobile Pay,Sinsa,5200
T00073,2026-04-09,07:41,30s,Alcohol,캔맥주 500ml,2800,2,Mobile Pay,Hongdae,5600
T00074,2026-03-21,15:33,30s,Beverage,아이스 아메리카노,2500,2,Points,Yeouido,5000
T00075,2026-03-24,12:02,10s,Fresh Food,샌드위치,2800,3,Cash,Sinsa,8400
T00076,2026-03-25,15:28,30s,Alcohol,캔맥주 500ml,2800,1,Credit Card,Sinsa,2800
T00077,2026-03-30,13:06,10s,Fresh Food,샌드위치,2800,1,Points,Mapo,2800
T00078,2026-03-22,20:27,50s,Fresh Food,참치마요 삼각김밥,1200,1,Cash,Hongdae,1200
T00079,2026-03-27,10:18,20s,Snack,포카칩,1700,1,Points,Sinsa,1700
T00080,2026-03-31,19:25,10s,Instant Food,불닭볶음면 큰컵,1800,2,Cash,Mapo,3600
T00081,2026-03-09,09:37,30s,Instant Food,컵누들,1800,1,Credit Card,Sinsa,1800
T00082,2026-03-03,20:09,20s,Tobacco,메비우스,4500,3,Credit Card,Sinsa,13500
T00083,2026-03-03,14:56,30s,Alcohol,와인,15000,1,Mobile Pay,Mapo,15000
T00084,2026-04-14,23:19,20s,Tobacco,에쎄 프라임,4500,2,Credit Card,Mapo,9000
T00085,2026-03-04,14:37,10s,Fresh Food,참치마요 삼각김밥,1200,2,Points,Gangnam,2400
T00086,2026-04-13,07:01,10s,Instant Food,불닭볶음면 큰컵,1800,2,Credit Card,Gangnam,3600
T00087,2026-03-27,19:35,30s,Instant Food,컵누들,1800,3,Mobile Pay,Sinsa,5400
T00088,2026-03-27,15:40,30s,Fresh Food,참치마요 삼각김밥,1200,1,Points,Hongdae,1200
T00089,2026-04-08,04:41,40s,Tobacco,에쎄 프라임,4500,1,Mobile Pay,Mapo,4500
T00090,2026-03-17,10:36,30s,Fresh Food,혜자로운 도시락,5200,1,Points,Mapo,5200
T00091,2026-03-18,05:06,50s,Beverage,바나나우유,1700,1,Credit Card,Gangnam,1700
T00092,2026-03-14,02:01,30s,Instant Food,컵누들,1800,2,Mobile Pay,Yeouido,3600
T00093,2026-03-31,22:47,40s,Beverage,아이스 아메리카노,2500,1,Credit Card,Mapo,2500
T00094,2026-03-25,13:22,40s,Tobacco,에쎄 프라임,4500,1,Cash,Hongdae,4500
T00095,2026-04-11,22:20,20s,Tobacco,에쎄 프라임,4500,2,Credit Card,Mapo,9000
T00096,2026-03-03,11:52,30s,Instant Food,컵누들,1800,3,Mobile Pay,Gangnam,5400
T00097,2026-04-07,07:54,10s,Beverage,바나나우유,1700,3,Credit Card,Yeouido,5100
T00098,2026-04-12,17:33,20s,Beverage,에너지드링크,2200,2,Points,Mapo,4400
T00099,2026-04-12,20:02,20s,Snack,포카칩,1700,2,Mobile Pay,Hongdae,3400
T00100,2026-03-03,20:33,20s,Instant Food,신라면 소컵,1100,3,Cash,Sinsa,3300
T00101,2026-03-30,23:11,10s,Fresh Food,샌드위치,2800,2,Mobile Pay,Gangnam,5600
T00102,2026-04-13,21:32,30s,Fresh Food,샌드위치,2800,1,Points,Sinsa,2800
T00103,2026-03-05,04:49,30s,Beverage,에너지드링크,2200,3,Points,Hongdae,6600
T00104,2026-04-06,03:02,20s,Alcohol,와인,15000,2,Mobile Pay,Yeouido,30000
T00105,2026-03-24,03:47,40s,Alcohol,캔맥주 500ml,2800,2,Mobile Pay,Yeouido,5600
T00106,2026-03-15,04:24,30s,Alcohol,캔맥주 500ml,2800,2,Mobile Pay,Hongdae,5600
T00107,2026-03-22,22:11,30s,Snack,포카칩,1700,3,Points,Gangnam,5100
T00108,2026-04-15,06:28,30s,Snack,포카칩,1700,3,Points,Gangnam,5100
T00109,2026-03-31,20:53,20s,Instant Food,불닭볶음면 큰컵,1800,3,Points,Yeouido,5400
T00110,2026-03-06,05:35,30s,Fresh Food,샌드위치,2800,1,Points,Sinsa,2800
T00111,2026-03-29,14:00,40s,Alcohol,캔맥주 500ml,2800,2,Mobile Pay,Mapo,5600
T00112,2026-03-09,22:59,60s+,Beverage,아이스 아메리카노,2500,3,Credit Card,Yeouido,7500
T00113,2026-04-13,22:39,30s,Alcohol,캔맥주 500ml,2800,2,Mobile Pay,Yeouido,5600
T00114,2026-04-12,08:33,60s+,Snack,빼빼로,1500,3,Credit Card,Sinsa,4500
T00115,2026-03-05,15:11,10s,Fresh Food,참치마요 삼각김밥,1200,1,Mobile Pay,Gangnam,1200
T00116,2026-03-25,15:59,30s,Fresh Food,샌드위치,2800,2,Credit Card,Gangnam,5600
T00117,2026-03-04,21:08,10s,Snack,포카칩,1700,1,Cash,Hongdae,1700
T00118,2026-03-12,16:17,20s,Tobacco,에쎄 프라임,4500,1,Credit Card,Yeouido,4500
T00119,2026-03-17,17:09,40s,Instant Food,신라면 소컵,1100,2,Cash,Gangnam,2200
T00120,2026-03-25,02:22,30s,Fresh Food,샌드위치,2800,2,Mobile Pay,Yeouido,5600
T00121,2026-03-28,20:17,40s,Tobacco,메비우스,4500,1,Points,Hongdae,4500
T00122,2026-04-09,11:57,10s,Instant Food,불닭볶음면 큰컵,1800,2,Cash,Sinsa,3600
T00123,2026-03-25,11:32,40s,Snack,빼빼로,1500,1,Cash,Mapo,1500
T00124,2026-04-01,02:43,20s,Instant Food,신라면 소컵,1100,3,Mobile Pay,Sinsa,3300
T00125,2026-03-27,00:03,60s+,Beverage,에너지드링크,2200,2,Credit Card,Yeouido,4400
T00126,2026-03-09,20:35,50s,Alcohol,와인,15000,3,Cash,Hongdae,45000
T00127,2026-03-01,02:34,40s,Tobacco,메비우스,4500,2,Mobile Pay,Hongdae,9000
T00128,2026-03-30,12:24,30s,Alcohol,소주,2100,1,Credit Card,Sinsa,2100
T00129,2026-03-31,01:26,20s,Beverage,바나나우유,1700,1,Cash,Sinsa,1700
T00130,2026-03-07,16:04,40s,Alcohol,캔맥주 500ml,2800,3,Points,Yeouido,8400
T00131,2026-03-16,06:02,20s,Snack,포카칩,1700,3,Mobile Pay,Mapo,5100
T00132,2026-04-14,15:53,30s,Beverage,바나나우유,1700,2,Credit Card,Mapo,3400
T00133,2026-03-18,04:49,20s,Beverage,바나나우유,1700,2,Cash,Sinsa,3400
T00134,2026-03-15,10:12,20s,Instant Food,불닭볶음면 큰컵,1800,1,Points,Mapo,1800
T00135,2026-03-21,11:01,10s,Snack,초코빈,1200,3,Credit Card,Mapo,3600
T00136,2026-03-01,20:30,60s+,Alcohol,와인,15000,3,Points,Yeouido,45000
T00137,2026-03-13,01:21,30s,Snack,초코빈,1200,2,Credit Card,Mapo,2400
T00138,2026-04-10,23:40,10s,Instant Food,불닭볶음면 큰컵,1800,3,Points,Hongdae,5400
T00139,2026-04-05,21:11,20s,Snack,초코빈,1200,3,Mobile Pay,Sinsa,3600
T00140,2026-03-28,11:43,20s,Alcohol,소주,2100,3,Credit Card,Gangnam,6300
T00141,2026-03-21,05:36,30s,Fresh Food,참치마요 삼각김밥,1200,3,Credit Card,Yeouido,3600
T00142,2026-03-08,19:46,20s,Fresh Food,혜자로운 도시락,5200,1,Points,Gangnam,5200
T00143,2026-03-15,12:30,30s,Alcohol,와인,15000,1,Cash,Gangnam,15000
T00144,2026-04-12,22:48,20s,Alcohol,소주,2100,2,Credit Card,Hongdae,4200
T00145,2026-03-07,12:53,10s,Fresh Food,샌드위치,2800,3,Cash,Gangnam,8400
T00146,2026-03-16,12:31,30s,Fresh Food,샌드위치,2800,2,Cash,Mapo,5600
T00147,2026-04-15,14:40,60s+,Snack,포카칩,1700,2,Mobile Pay,Yeouido,3400
T00148,2026-04-10,10:30,30s,Fresh Food,샌드위치,2800,2,Mobile Pay,Sinsa,5600
T00149,2026-03-27,07:36,50s,Tobacco,메비우스,4500,2,Points,Hongdae,9000
T00150,2026-03-29,06:16,10s,Instant Food,컵누들,1800,3,Cash,Yeouido,5400
T00151,2026-03-31,06:01,20s,Alcohol,캔맥주 500ml,2800,1,Mobile Pay,Sinsa,2800
T00152,2026-03-14,04:15,10s,Snack,빼빼로,1500,2,Points,Hongdae,3000
T00153,2026-03-31,10:35,30s,Alcohol,캔맥주 500ml,2800,2,Points,Hongdae,5600
T00154,2026-04-04,03:38,20s,Alcohol,캔맥주 500ml,2800,3,Cash,Sinsa,8400
T00155,2026-03-27,21:02,20s,Fresh Food,혜자로운 도시락,5200,3,Credit Card,Yeouido,15600
T00156,2026-03-23,04:14,10s,Fresh Food,참치마요 삼각김밥,1200,2,Cash,Mapo,2400
T00157,2026-03-29,09:45,40s,Alcohol,소주,2100,1,Cash,Mapo,2100
T00158,2026-04-03,10:16,30s,Fresh Food,혜자로운 도시락,5200,1,Cash,Sinsa,5200
T00159,2026-03-18,13:33,30s,Beverage,바나나우유,1700,2,Points,Gangnam,3400
T00160,2026-04-11,21:46,30s,Beverage,아이스 아메리카노,2500,1,Cash,Yeouido,2500
T00161,2026-03-15,21:35,30s,Beverage,에너지드링크,2200,3,Points,Sinsa,6600
T00162,2026-04-02,13:58,40s,Tobacco,에쎄 프라임,4500,2,Cash,Sinsa,9000
T00163,2026-03-15,01:03,40s,Tobacco,에쎄 프라임,4500,2,Credit Card,Sinsa,9000
T00164,2026-03-03,01:43,10s,Snack,빼빼로,1500,1,Credit Card,Sinsa,1500
T00165,2026-03-11,02:31,60s+,Beverage,아이스 아메리카노,2500,2,Points,Gangnam,5000
T00166,2026-03-13,17:35,40s,Alcohol,와인,15000,1,Cash,Hongdae,15000
T00167,2026-03-30,16:22,60s+,Beverage,바나나우유,1700,2,Credit Card,Gangnam,3400
T00168,2026-03-01,14:31,50s,Alcohol,소주,2100,3,Credit Card,Sinsa,6300
T00169,2026-03-14,05:47,20s,Alcohol,소주,2100,3,Mobile Pay,Gangnam,6300
T00170,2026-03-06,10:10,10s,Instant Food,컵누들,1800,2,Points,Yeouido,3600
T00171,2026-04-03,22:54,10s,Snack,빼빼로,1500,3,Cash,Mapo,4500
T00172,2026-03-04,07:55,40s,Tobacco,에쎄 프라임,4500,2,Cash,Hongdae,9000
T00173,2026-03-01,04:21,20s,Fresh Food,혜자로운 도시락,5200,3,Credit Card,Gangnam,15600
T00174,2026-03-18,09:23,40s,Alcohol,소주,2100,2,Cash,Hongdae,4200
T00175,2026-03-22,07:53,60s+,Fresh Food,샌드위치,2800,3,Points,Sinsa,8400
T00176,2026-04-12,01:52,30s,Fresh Food,참치마요 삼각김밥,1200,2,Points,Mapo,2400
T00177,2026-04-15,08:32,20s,Fresh Food,샌드위치,2800,2,Cash,Hongdae,5600
T00178,2026-03-28,08:34,20s,Fresh Food,혜자로운 도시락,5200,1,Credit Card,Gangnam,5200
T00179,2026-03-27,21:51,50s,Alcohol,와인,15000,2,Cash,Hongdae,30000
T00180,2026-03-20,08:18,20s,Snack,빼빼로,1500,2,Points,Gangnam,3000
T00181,2026-03-16,17:49,10s,Snack,포카칩,1700,1,Mobile Pay,Hongdae,1700
T00182,2026-03-18,10:33,30s,Alcohol,캔맥주 500ml,2800,3,Points,Yeouido,8400
T00183,2026-03-16,16:49,50s,Tobacco,메비우스,4500,3,Cash,Sinsa,13500
T00184,2026-03-17,01:05,40s,Fresh Food,샌드위치,2800,1,Mobile Pay,Sinsa,2800
T00185,2026-04-04,14:33,30s,Tobacco,에쎄 프라임,4500,3,Cash,Mapo,13500
T00186,2026-03-30,03:39,10s,Snack,포카칩,1700,1,Credit Card,Gangnam,1700
T00187,2026-04-03,00:57,30s,Fresh Food,샌드위치,2800,1,Points,Gangnam,2800
T00188,2026-03-22,06:10,20s,Beverage,아이스 아메리카노,2500,2,Points,Hongdae,5000
T00189,2026-03-17,16:49,20s,Fresh Food,참치마요 삼각김밥,1200,1,Credit Card,Gangnam,1200
T00190,2026-03-12,21:34,20s,Fresh Food,혜자로운 도시락,5200,3,Credit Card,Yeouido,15600
T00191,2026-04-11,19:03,40s,Alcohol,캔맥주 500ml,2800,1,Credit Card,Hongdae,2800
T00192,2026-03-29,10:34,60s+,Tobacco,에쎄 프라임,4500,3,Points,Sinsa,13500
T00193,2026-03-18,02:46,30s,Beverage,에너지드링크,2200,3,Points,Sinsa,6600
T00194,2026-04-05,06:02,30s,Beverage,바나나우유,1700,3,Credit Card,Sinsa,5100
T00195,2026-03-02,09:53,20s,Fresh Food,샌드위치,2800,3,Mobile Pay,Sinsa,8400
T00196,2026-03-08,00:55,40s,Alcohol,캔맥주 500ml,2800,1,Points,Sinsa,2800
T00197,2026-04-09,16:39,30s,Tobacco,에쎄 프라임,4500,2,Mobile Pay,Gangnam,9000
T00198,2026-03-24,07:39,30s,Snack,빼빼로,1500,2,Credit Card,Hongdae,3000
T00199,2026-03-05,03:33,30s,Fresh Food,혜자로운 도시락,5200,1,Credit Card,Gangnam,5200
T00200,2026-04-03,14:51,10s,Instant Food,불닭볶음면 큰컵,1800,1,Points,Yeouido,1800
T00201,2026-03-17,11:55,20s,Beverage,아이스 아메리카노,2500,2,Cash,Yeouido,5000
T00202,2026-03-14,00:14,60s+,Tobacco,메비우스,4500,1,Cash,Gangnam,4500
T00203,2026-03-12,03:34,10s,Snack,포카칩,1700,3,Cash,Mapo,5100
T00204,2026-04-07,10:07,30s,Instant Food,신라면 소컵,1100,2,Cash,Hongdae,2200
T00205,2026-03-01,23:04,40s,Tobacco,메비우스,4500,3,Credit Card,Sinsa,13500
T00206,2026-03-05,23:15,30s,Tobacco,메비우스,4500,1,Cash,Hongdae,4500
T00207,2026-03-07,01:55,50s,Tobacco,에쎄 프라임,4500,2,Cash,Hongdae,9000
T00208,2026-04-08,03:49,10s,Instant Food,신라면 소컵,1100,3,Cash,Gangnam,3300
T00209,2026-03-13,11:24,20s,Snack,빼빼로,1500,1,Mobile Pay,Hongdae,1500
T00210,2026-03-02,11:18,10s,Instant Food,컵누들,1800,2,Cash,Sinsa,3600
T00211,2026-04-07,08:23,20s,Fresh Food,샌드위치,2800,3,Mobile Pay,Hongdae,8400
T00212,2026-04-12,09:36,20s,Snack,빼빼로,1500,1,Cash,Gangnam,1500
T00213,2026-04-08,12:39,30s,Snack,초코빈,1200,2,Credit Card,Mapo,2400
T00214,2026-03-19,00:29,40s,Snack,빼빼로,1500,2,Points,Gangnam,3000
T00215,2026-03-17,13:12,40s,Fresh Food,혜자로운 도시락,5200,3,Points,Yeouido,15600
T00216,2026-03-18,23:14,30s,Fresh Food,참치마요 삼각김밥,1200,2,Points,Yeouido,2400
T00217,2026-03-12,05:13,10s,Instant Food,컵누들,1800,1,Credit Card,Gangnam,1800
T00218,2026-03-26,10:46,20s,Alcohol,와인,15000,2,Points,Mapo,30000
T00219,2026-03-25,23:09,30s,Instant Food,신라면 소컵,1100,1,Points,Mapo,1100
T00220,2026-04-15,20:48,60s+,Beverage,바나나우유,1700,3,Credit Card,Gangnam,5100
T00221,2026-03-02,23:20,40s,Instant Food,컵누들,1800,2,Credit Card,Yeouido,3600
T00222,2026-03-24,03:57,30s,Tobacco,메비우스,4500,3,Mobile Pay,Sinsa,13500
T00223,2026-03-17,01:01,50s,Beverage,바나나우유,1700,1,Credit Card,Gangnam,1700
T00224,2026-03-23,12:43,20s,Snack,초코빈,1200,3,Mobile Pay,Mapo,3600
T00225,2026-03-03,02:23,30s,Snack,포카칩,1700,3,Cash,Gangnam,5100
T00226,2026-04-07,20:17,40s,Alcohol,소주,2100,2,Cash,Mapo,4200
T00227,2026-04-12,04:32,20s,Snack,포카칩,1700,2,Cash,Sinsa,3400
T00228,2026-03-19,08:07,30s,Beverage,바나나우유,1700,2,Credit Card,Hongdae,3400
T00229,2026-03-01,03:11,20s,Alcohol,와인,15000,2,Cash,Yeouido,30000
T00230,2026-03-19,14:19,30s,Fresh Food,혜자로운 도시락,5200,1,Cash,Hongdae,5200
T00231,2026-03-24,03:41,40s,Fresh Food,혜자로운 도시락,5200,3,Credit Card,Gangnam,15600
T00232,2026-03-25,08:08,20s,Beverage,에너지드링크,2200,3,Cash,Gangnam,6600
T00233,2026-03-28,06:19,10s,Snack,초코빈,1200,2,Cash,Sinsa,2400
T00234,2026-03-11,10:57,50s,Alcohol,캔맥주 500ml,2800,1,Credit Card,Mapo,2800
T00235,2026-03-29,05:15,50s,Snack,초코빈,1200,3,Mobile Pay,Sinsa,3600
T00236,2026-04-11,17:46,20s,Instant Food,불닭볶음면 큰컵,1800,3,Points,Yeouido,5400
T00237,2026-03-01,21:48,20s,Beverage,아이스 아메리카노,2500,1,Credit Card,Sinsa,2500
T00238,2026-03-28,03:24,60s+,Alcohol,소주,2100,2,Points,Mapo,4200
T00239,2026-03-23,04:46,10s,Beverage,에너지드링크,2200,3,Mobile Pay,Mapo,6600
T00240,2026-04-04,15:29,20s,Tobacco,에쎄 프라임,4500,2,Credit Card,Mapo,9000
T00241,2026-04-13,11:23,50s,Alcohol,소주,2100,3,Cash,Mapo,6300
T00242,2026-03-15,06:23,30s,Tobacco,에쎄 프라임,4500,1,Credit Card,Mapo,4500
T00243,2026-04-06,18:34,20s,Instant Food,불닭볶음면 큰컵,1800,1,Cash,Gangnam,1800
T00244,2026-03-08,18:44,30s,Fresh Food,샌드위치,2800,3,Points,Sinsa,8400
T00245,2026-03-18,10:01,30s,Alcohol,소주,2100,2,Mobile Pay,Gangnam,4200
T00246,2026-04-11,06:03,50s,Instant Food,불닭볶음면 큰컵,1800,3,Credit Card,Sinsa,5400
T00247,2026-03-14,09:11,10s,Beverage,바나나우유,1700,1,Mobile Pay,Sinsa,1700
T00248,2026-03-26,10:13,30s,Beverage,에너지드링크,2200,1,Cash,Hongdae,2200
T00249,2026-04-12,02:07,20s,Alcohol,소주,2100,3,Cash,Sinsa,6300
T00250,2026-03-23,01:09,60s+,Fresh Food,혜자로운 도시락,5200,1,Cash,Sinsa,5200
T00251,2026-04-04,15:40,50s,Tobacco,메비우스,4500,2,Cash,Hongdae,9000
T00252,2026-03-30,13:33,20s,Beverage,아이스 아메리카노,2500,3,Credit Card,Mapo,7500
T00253,2026-03-15,15:43,30s,Fresh Food,혜자로운 도시락,5200,3,Points,Gangnam,15600
T00254,2026-03-17,06:20,30s,Alcohol,캔맥주 500ml,2800,2,Mobile Pay,Gangnam,5600
T00255,2026-03-18,08:42,10s,Instant Food,컵누들,1800,2,Points,Hongdae,3600
T00256,2026-03-10,12:57,40s,Alcohol,와인,15000,1,Mobile Pay,Yeouido,15000
T00257,2026-04-10,10:02,40s,Instant Food,신라면 소컵,1100,3,Cash,Hongdae,3300
T00258,2026-03-09,22:35,30s,Fresh Food,혜자로운 도시락,5200,2,Credit Card,Mapo,10400
T00259,2026-04-15,05:16,30s,Beverage,바나나우유,1700,3,Points,Gangnam,5100
T00260,2026-03-26,19:42,40s,Beverage,아이스 아메리카노,2500,3,Points,Gangnam,7500
T00261,2026-04-05,14:11,20s,Instant Food,컵누들,1800,1,Mobile Pay,Yeouido,1800
T00262,2026-03-24,04:20,50s,Alcohol,소주,2100,2,Mobile Pay,Mapo,4200
T00263,2026-03-31,06:27,50s,Beverage,아이스 아메리카노,2500,2,Credit Card,Hongdae,5000
T00264,2026-04-15,08:44,20s,Tobacco,에쎄 프라임,4500,3,Points,Gangnam,13500
T00265,2026-03-20,08:33,30s,Beverage,에너지드링크,2200,3,Cash,Gangnam,6600
T00266,2026-04-15,15:20,20s,Tobacco,메비우스,4500,1,Mobile Pay,Gangnam,4500
T00267,2026-03-04,03:36,30s,Tobacco,메비우스,4500,2,Mobile Pay,Yeouido,9000
T00268,2026-03-15,00:44,20s,Alcohol,캔맥주 500ml,2800,2,Credit Card,Hongdae,5600
T00269,2026-04-07,02:39,30s,Instant Food,불닭볶음면 큰컵,1800,2,Credit Card,Yeouido,3600
T00270,2026-04-12,16:55,20s,Fresh Food,샌드위치,2800,3,Cash,Gangnam,8400
T00271,2026-04-05,05:30,10s,Beverage,에너지드링크,2200,3,Credit Card,Sinsa,6600
T00272,2026-03-19,23:43,10s,Instant Food,불닭볶음면 큰컵,1800,3,Credit Card,Hongdae,5400
T00273,2026-03-07,19:46,50s,Alcohol,와인,15000,1,Mobile Pay,Sinsa,15000
T00274,2026-03-15,19:53,30s,Snack,포카칩,1700,2,Points,Hongdae,3400
T00275,2026-03-21,23:37,30s,Beverage,아이스 아메리카노,2500,3,Points,Gangnam,7500
T00276,2026-04-01,04:53,20s,Alcohol,와인,15000,1,Mobile Pay,Yeouido,15000
T00277,2026-04-10,23:35,40s,Beverage,에너지드링크,2200,1,Cash,Yeouido,2200
