Transaction_ID,Date,Time,Age_Group,Category,Product_Name,Price,Quantity,Payment_Method,Store_Location,Total_Amount
T00050,2026-02-13,20:35,30s,Beverage,아이스 아메리카노,2500,3,Mobile Pay,Hongdae,7500
T00051,2026-01-12,19:05,30s,Tobacco,에쎄 프라임,4500,3,Cash,Yeouido,13500
T00052,2026-01-20,09:04,40s,Snack,초코빈,1200,2,Cash,Hongdae,2400
T00053,2026-01-17,12:47,30s,Snack,포카칩,1700,2,Mobile Pay,Mapo,3400
T00054,2026-01-30,19:58,10s,Fresh Food,혜자로운 도시락,5200,1,Credit Card,Hongdae,5200
T00055,2026-02-14,03:13,30s,Instant Food,신라면 소컵,1100,2,Mobile Pay,Gangnam,2200
T00056,2026-02-10,04:54,50s,Alcohol,소주,2100,2,Points,Yeouido,4200
T00057,2026-02-09,18:00,30s,Beverage,바나나우유,1700,1,Cash,Mapo,1700
T00058,2026-02-14,14:37,30s,Fresh Food,참치마요 삼각김밥,1200,2,Mobile Pay,Hongdae,2400
T00059,2026-02-05,12:48,20s,Tobacco,메비우스,4500,3,Points,Mapo,13500
T00060,2026-02-02,04:50,30s,Beverage,바나나우유,1700,2,Credit Card,Hongdae,3400
T00061,2026-01-09,18:44,30s,Tobacco,에쎄 프라임,4500,3,Mobile Pay,Mapo,13500
T00062,2026-02-14,08:14,40s,Beverage,에너지드링크,2200,3,Credit Card,Sinsa,6600
T00063,2026-02-10,22:40,10s,Fresh Food,참치마요 삼각김밥,1200,1,Mobile Pay,Gangnam,1200
T00064,2026-01-30,08:48,40s,Tobacco,메비우스,4500,2,Points,Hongdae,9000
T00065,2026-02-08,09:58,20s,Instant Food,신라면 소컵,1100,2,Mobile Pay,Sinsa,2200
T00066,2026-01-21,17:37,20s,Fresh Food,참치마요 삼각김밥,1200,1,Points,Yeouido,1200
T00067,2026-02-01,00:24,30s,Instant Food,신라면 소컵,1100,3,Mobile Pay,Hongdae,3300
T00068,2026-01-04,09:51,40s,Fresh Food,샌드위치,2800,2,Credit Card,Gangnam,5600
T00069,2026-02-08,12:13,40s,Alcohol,소주,2100,2,Points,Yeouido,4200
T00070,2026-01-16,01:25,10s,Fresh Food,샌드위치,2800,3,Points,Gangnam,8400
T00071,2026-01-29,15:18,40s,Alcohol,소주,2100,2,Credit Card,Gangnam,4200
T00072,2026-01-29,15:28,30s,Snack,빼빼로,1500,2,Mobile Pay,Gangnam,3000
T00073,2026-01-25,22:00,20s,Fresh Food,샌드위치,2800,2,Credit Card,Mapo,5600
T00074,2026-01-17,03:15,10s,Instant Food,불닭볶음면 큰컵,1800,3,Credit Card,Sinsa,5400
T00075,2026-02-01,05:09,40s,Beverage,바나나우유,1700,1,Credit Card,Yeouido,1700
T00076,2026-02-15,04:29,20s,Beverage,아이스 아메리카노,2500,3,Points,Sinsa,7500
T00077,2026-01-31,01:23,60s+,Alcohol,소주,2100,2,Credit Card,Sinsa,4200
T00078,2026-02-07,01:35,10s,Instant Food,신라면 소컵,1100,1,Cash,Hongdae,1100
T00079,2026-02-15,21:21,20s,Instant Food,신라면 소컵,1100,3,Cash,Yeouido,3300
T00080,2026-01-23,01:28,50s,Snack,포카칩,1700,3,Cash,Mapo,5100
T00081,2026-01-08,16:28,20s,Snack,포카칩,1700,1,Mobile Pay,Sinsa,1700
T00082,2026-01-26,01:09,50s,Fresh Food,샌드위치,2800,3,Credit Card,Hongdae,8400
T00083,2026-01-23,13:39,40s,Tobacco,메비우스,4500,2,Credit Card,Hongdae,9000
T00084,2026-02-01,06:36,20s,Instant Food,신라면 소컵,1100,2,Credit Card,Mapo,2200
T00085,2026-01-01,02:38,30s,Alcohol,와인,15000,1,Mobile Pay,Gangnam,15000
T00086,2026-01-19,09:24,20s,Alcohol,소주,2100,2,Mobile Pay,Hongdae,4200
T00087,2026-01-27,14:39,20s,Alcohol,소주,2100,1,Mobile Pay,Yeouido,2100
T00088,2026-01-16,06:25,20s,Alcohol,와인,15000,2,Cash,Mapo,30000
T00089,2026-02-04,10:22,20s,Alcohol,캔맥주 500ml,2800,2,Cash,Hongdae,5600
T00090,2026-01-02,09:05,20s,Alcohol,캔맥주 500ml,2800,1,Mobile Pay,Sinsa,2800
T00091,2026-02-12,05:51,50s,Beverage,아이스 아메리카노,2500,3,Credit Card,Yeouido,7500
T00092,2026-01-23,23:47,20s,Fresh Food,샌드위치,2800,2,Mobile Pay,Sinsa,5600
T00093,2026-01-10,09:04,30s,Tobacco,메비우스,4500,3,Credit Card,Yeouido,13500
T00094,2026-01-09,08:32,30s,Snack,포카칩,1700,3,Mobile Pay,Mapo,5100
T00095,2026-02-10,20:34,40s,Alcohol,와인,15000,1,Points,Yeouido,15000
T00096,2026-01-28,15:17,30s,Instant Food,신라면 소컵,1100,1,Mobile Pay,Mapo,1100
T00097,2026-01-25,13:51,20s,Instant Food,신라면 소컵,1100,1,Cash,Yeouido,1100
T00098,2026-02-09,23:45,20s,Beverage,에너지드링크,2200,3,Credit Card,Yeouido,6600
T00099,2026-02-09,10:42,20s,Fresh Food,참치마요 삼각김밥,1200,1,Mobile Pay,Mapo,1200
T00100,2026-01-08,01:05,20s,Alcohol,캔맥주 500ml,2800,1,Points,Hongdae,2800
T00101,2026-01-31,02:57,30s,Beverage,아이스 아메리카노,2500,3,Mobile Pay,Gangnam,7500
T00102,2026-02-10,23:24,20s,Alcohol,캔맥주 500ml,2800,1,Cash,Yeouido,2800
T00103,2026-01-03,01:51,30s,Fresh Food,참치마요 삼각김밥,1200,3,Credit Card,Sinsa,3600
T00104,2026-01-25,00:03,20s,Instant Food,컵누들,1800,1,Points,Sinsa,1800
T00105,2026-01-09,09:52,40s,Snack,빼빼로,1500,3,Points,Gangnam,4500
T00106,2026-01-02,03:25,30s,Instant Food,컵누들,1800,2,Points,Gangnam,3600
T00107,2026-02-13,13:25,30s,Fresh Food,혜자로운 도시락,5200,3,Credit Card,Gangnam,15600
T00108,2026-01-20,01:54,40s,Beverage,바나나우유,1700,2,Cash,Hongdae,3400
T00109,2026-02-14,18:01,30s,Snack,초코빈,1200,3,Credit Card,Sinsa,3600
T00110,2026-01-01,04:29,10s,Fresh Food,샌드위치,2800,1,Points,Yeouido,2800
T00111,2026-02-05,17:18,10s,Beverage,바나나우유,1700,2,Credit Card,Gangnam,3400
T00112,2026-02-10,10:17,40s,Tobacco,메비우스,4500,1,Points,Sinsa,4500
T00113,2026-01-27,04:19,10s,Beverage,에너지드링크,2200,1,Credit Card,Yeouido,2200
T00114,2026-01-03,02:11,10s,Beverage,바나나우유,1700,1,Credit Card,Yeouido,1700
T00115,2026-01-15,15:34,20s,Instant Food,컵누들,1800,3,Mobile Pay,Sinsa,5400
T00116,2026-01-24,06:41,10s,Instant Food,신라면 소컵,1100,3,Points,Yeouido,3300
T00117,2026-01-19,20:12,20s,Fresh Food,참치마요 삼각김밥,1200,3,Mobile Pay,Mapo,3600
T00118,2026-01-30,01:17,20s,Fresh Food,혜자로운 도시락,5200,3,Mobile Pay,Sinsa,15600
T00119,2026-02-09,09:54,20s,Instant Food,불닭볶음면 큰컵,1800,1,Credit Card,Yeouido,1800
T00120,2026-02-01,09:18,20s,Alcohol,캔맥주 500ml,2800,1,Mobile Pay,Sinsa,2800
T00121,2026-01-31,17:30,30s,Alcohol,캔맥주 500ml,2800,3,Cash,Hongdae,8400
T00122,2026-02-07,10:02,20s,Fresh Food,샌드위치,2800,3,Credit Card,Gangnam,8400
T00123,2026-01-05,06:04,30s,Snack,초코빈,1200,2,Credit Card,Yeouido,2400
T00124,2026-01-21,17:00,50s,Fresh Food,혜자로운 도시락,5200,2,Mobile Pay,Gangnam,10400
T00125,2026-01-28,23:22,30s,Beverage,바나나우유,1700,1,Points,Hongdae,1700
T00126,2026-01-25,22:09,10s,Fresh Food,샌드위치,2800,3,Mobile Pay,Yeouido,8400
T00127,2026-02-14,20:56,20s,Beverage,아이스 아메리카노,2500,3,Points,Gangnam,7500
T00128,2026-01-29,18:48,30s,Alcohol,소주,2100,1,Credit Card,Sinsa,2100
T00129,2026-02-08,17:39,20s,Snack,빼빼로,1500,3,Mobile Pay,Yeouido,4500
T00130,2026-02-14,07:43,50s,Instant Food,신라면 소컵,1100,1,Cash,Gangnam,1100
T00131,2026-01-03,14:07,40s,Tobacco,메비우스,4500,1,Credit Card,Gangnam,4500
T00132,2026-02-11,04:54,40s,Snack,초코빈,1200,2,Credit Card,Sinsa,2400
T00133,2026-02-08,05:45,20s,Tobacco,메비우스,4500,2,Cash,Yeouido,9000
T00134,2026-02-03,06:56,40s,Tobacco,에쎄 프라임,4500,3,Credit Card,Yeouido,13500
T00135,2026-01-16,10:26,30s,Tobacco,메비우스,4500,1,Mobile Pay,Yeouido,4500
T00136,2026-01-05,05:34,30s,Fresh Food,참치마요 삼각김밥,1200,3,Points,Yeouido,3600
T00137,2026-01-17,11:29,30s,Instant Food,신라면 소컵,1100,2,Credit Card,Hongdae,2200
T00138,2026-02-05,16:41,40s,Fresh Food,혜자로운 도시락,5200,1,Cash,Gangnam,5200
T00139,2026-01-03,11:45,10s,Fresh Food,혜자로운 도시락,5200,1,Credit Card,Hongdae,5200
T00140,2026-02-06,14:45,40s,Instant Food,컵누들,1800,1,Points,Hongdae,1800
T00141,2026-01-23,07:10,10s,Fresh Food,혜자로운 도시락,5200,3,Mobile Pay,Hongdae,15600
T00142,2026-01-22,15:04,10s,Snack,빼빼로,1500,3,Cash,Mapo,4500
T00143,2026-01-22,07:41,10s,Beverage,바나나우유,1700,1,Points,Gangnam,1700
T00144,2026-01-03,04:28,30s,Beverage,에너지드링크,2200,3,Mobile Pay,Yeouido,6600
T00145,2026-01-15,10:30,50s,Fresh Food,참치마요 삼각김밥,1200,2,Cash,Yeouido,2400
T00146,2026-01-22,10:20,50s,Alcohol,와인,15000,3,Cash,Sinsa,45000
T00147,2026-01-12,01:56,30s,Instant Food,불닭볶음면 큰컵,1800,3,Credit Card,Sinsa,5400
T00148,2026-02-05,14:05,10s,Snack,초코빈,1200,1,Cash,Yeouido,1200
T00149,2026-01-11,13:50,30s,Tobacco,에쎄 프라임,4500,1,Cash,Yeouido,4500
T00150,2026-01-08,09:12,60s+,Beverage,아이스 아메리카노,2500,2,Cash,Hongdae,5000
T00151,2026-01-03,15:10,40s,Alcohol,소주,2100,1,Cash,Yeouido,2100
T00152,2026-01-31,17:26,20s,Instant Food,불닭볶음면 큰컵,1800,3,Points,Gangnam,5400
T00153,2026-01-07,01:06,50s,Beverage,에너지드링크,2200,1,Mobile Pay,Mapo,2200
T00154,2026-01-29,01:19,40s,Alcohol,소주,2100,1,Points,Yeouido,2100
T00155,2026-02-05,09:24,30s,Beverage,바나나우유,1700,3,Credit Card,Hongdae,5100
T00156,2026-01-04,00:17,10s,Instant Food,신라면 소컵,1100,2,Credit Card,Hongdae,2200
T00157,2026-01-12,16:26,50s,Alcohol,소주,2100,3,Credit Card,Mapo,6300
T00158,2026-01-31,02:14,10s,Fresh Food,참치마요 삼각김밥,1200,3,Credit Card,Gangnam,3600
T00159,2026-01-22,05:58,40s,Beverage,아이스 아메리카노,2500,3,Cash,Gangnam,7500
T00160,2026-01-28,02:02,60s+,Tobacco,메비우스,4500,1,Cash,Yeouido,4500
T00161,2026-02-15,05:20,60s+,Alcohol,소주,2100,3,Credit Card,Gangnam,6300
T00162,2026-01-24,06:46,20s,Beverage,바나나우유,1700,3,Cash,Yeouido,5100
T00163,2026-01-05,19:23,20s,Instant Food,컵누들,1800,3,Credit Card,Gangnam,5400
T00164,2026-02-14,02:18,30s,Alcohol,캔맥주 500ml,2800,3,Points,Gangnam,8400
T00165,2026-01-25,20:02,50s,Fresh Food,샌드위치,2800,2,Points,Yeouido,5600
T00166,2026-01-23,07:43,20s,Fresh Food,샌드위치,2800,3,Mobile Pay,Mapo,8400
T00167,2026-01-06,23:23,40s,Tobacco,메비우스,4500,3,Cash,Gangnam,13500
T00168,2026-02-01,03:23,40s,Beverage,아이스 아메리카노,2500,3,Credit Card,Mapo,7500
T00169,2026-01-24,08:23,10s,Fresh Food,참치마요 삼각김밥,1200,3,Cash,Gangnam,3600
T00170,2026-01-11,15:21,30s,Beverage,아이스 아메리카노,2500,1,Points,Yeouido,2500
T00171,2026-02-08,00:59,20s,Fresh Food,참치마요 삼각김밥,1200,3,Cash,Yeouido,3600
T00172,2026-01-11,11:28,30s,Beverage,아이스 아메리카노,2500,1,Mobile Pay,Yeouido,2500
T00173,2026-01-27,13:46,30s,Beverage,바나나우유,1700,2,Mobile Pay,Mapo,3400
T00174,2026-01-10,17:42,20s,Tobacco,에쎄 프라임,4500,1,Credit Card,Gangnam,4500
T00175,2026-01-13,19:47,20s,Beverage,에너지드링크,2200,2,Cash,Yeouido,4400
T00176,2026-01-14,06:46,10s,Instant Food,컵누들,1800,3,Points,Mapo,5400
T00177,2026-01-13,10:06,30s,Fresh Food,참치마요 삼각김밥,1200,2,Mobile Pay,Gangnam,2400
T00178,2026-01-31,01:45,60s+,Fresh Food,혜자로운 도시락,5200,3,Points,Mapo,15600
T00179,2026-01-28,20:33,30s,Tobacco,에쎄 프라임,4500,1,Credit Card,Mapo,4500
T00180,2026-01-22,03:05,40s,Alcohol,캔맥주 500ml,2800,1,Cash,Gangnam,2800
T00181,2026-01-03,21:51,50s,Snack,초코빈,1200,3,Credit Card,Mapo,3600
T00182,2026-01-29,16:50,20s,Tobacco,에쎄 프라임,4500,2,Mobile Pay,Gangnam,9000
T00183,2026-01-28,21:58,40s,Fresh Food,참치마요 삼각김밥,1200,2,Cash,Mapo,2400
T00184,2026-01-31,14:29,30s,Instant Food,신라면 소컵,1100,1,Cash,Gangnam,1100
T00185,2026-02-13,12:55,20s,Tobacco,에쎄 프라임,4500,3,Cash,Sinsa,13500
T00186,2026-02-01,16:57,10s,Instant Food,불닭볶음면 큰컵,1800,3,Mobile Pay,Hongdae,5400
T00187,2026-01-01,14:29,30s,Snack,빼빼로,1500,1,Cash,Mapo,1500
T00188,2026-01-05,07:44,20s,Beverage,에너지드링크,2200,1,Mobile Pay,Sinsa,2200
T00189,2026-02-14,06:58,10s,Instant Food,신라면 소컵,1100,1,Points,Mapo,1100
T00190,2026-01-09,11:18,40s,Fresh Food,참치마요 삼각김밥,1200,2,Cash,Gangnam,2400
T00191,2026-01-14,07:01,50s,Alcohol,와인,15000,2,Points,Gangnam,30000
T00192,2026-02-05,13:38,20s,Fresh Food,참치마요 삼각김밥,1200,1,Cash,Yeouido,1200
T00193,2026-01-02,05:44,30s,Instant Food,컵누들,1800,2,Cash,Hongdae,3600
T00194,2026-02-01,05:48,10s,Fresh Food,혜자로운 도시락,5200,1,Credit Card,Yeouido,5200
T00195,2026-01-20,05:55,30s,Tobacco,메비우스,4500,2,Credit Card,Yeouido,9000
T00196,2026-01-13,10:37,40s,Beverage,아이스 아메리카노,2500,1,Points,Hongdae,2500
T00197,2026-01-07,08:43,50s,Fresh Food,참치마요 삼각김밥,1200,3,Mobile Pay,Mapo,3600
T00198,2026-01-13,16:10,30s,Instant Food,불닭볶음면 큰컵,1800,2,Cash,Hongdae,3600
T00199,2026-01-20,21:06,40s,Alcohol,소주,2100,3,Cash,Hongdae,6300
T00200,2026-01-01,10:39,50s,Tobacco,메비우스,4500,2,Points,Mapo,9000
T00201,2026-01-04,19:23,20s,Fresh Food,샌드위치,2800,3,Credit Card,Yeouido,8400
T00202,2026-02-01,16:39,40s,Alcohol,캔맥주 500ml,2800,2,Points,Hongdae,5600
T00203,2026-02-02,08:50,20s,Fresh Food,샌드위치,2800,2,Cash,Mapo,5600
T00204,2026-01-15,18:44,50s,Beverage,에너지드링크,2200,2,Points,Mapo,4400
T00205,2026-02-02,06:20,60s+,Alcohol,와인,15000,3,Cash,Mapo,45000
T00206,2026-01-20,23:09,20s,Beverage,에너지드링크,2200,3,Points,Mapo,6600
T00207,2026-01-28,05:27,10s,Instant Food,신라면 소컵,1100,2,Cash,Yeouido,2200
T00208,2026-02-02,13:42,30s,Instant Food,신라면 소컵,1100,3,Credit Card,Sinsa,3300
T00209,2026-01-25,13:08,10s,Snack,초코빈,1200,2,Credit Card,Sinsa,2400
T00210,2026-01-27,14:27,20s,Beverage,바나나우유,1700,3,Points,Sinsa,5100
T00211,2026-01-14,20:59,40s,Beverage,아이스 아메리카노,2500,3,Points,Hongdae,7500
T00212,2026-02-06,05:13,30s,Beverage,에너지드링크,2200,1,Cash,Gangnam,2200
T00213,2026-02-08,14:45,30s,Fresh Food,샌드위치,2800,2,Mobile Pay,Mapo,5600
T00214,2026-01-22,20:02,60s+,Alcohol,소주,2100,3,Credit Card,Sinsa,6300
T00215,2026-02-13,09:58,10s,Beverage,에너지드링크,2200,1,Cash,Yeouido,2200
T00216,2026-01-31,03:01,30s,Fresh Food,샌드위치,2800,2,Points,Hongdae,5600
T00217,2026-01-30,05:15,30s,Alcohol,와인,15000,3,Points,Sinsa,45000
T00218,2026-01-31,12:01,50s,Beverage,아이스 아메리카노,2500,2,Credit Card,Sinsa,5000
T00219,2026-01-23,11:39,30s,Tobacco,에쎄 프라임,4500,2,Points,Sinsa,9000
T00220,2026-01-29,08:43,20s,Fresh Food,참치마요 삼각김밥,1200,1,Points,Hongdae,1200
T00221,2026-01-31,10:52,50s,Beverage,바나나우유,1700,1,Points,Sinsa,1700
T00222,2026-02-15,22:37,20s,Snack,초코빈,1200,1,Mobile Pay,Gangnam,1200
T00223,2026-01-19,05:02,40s,Beverage,에너지드링크,2200,1,Credit Card,Hongdae,2200
T00224,2026-01-06,00:23,40s,Fresh Food,샌드위치,2800,1,Credit Card,Hongdae,2800
T00225,2026-01-23,20:11,10s,Beverage,아이스 아메리카노,2500,1,Mobile Pay,Yeouido,2500
T00226,2026-01-31,03:18,20s,Alcohol,소주,2100,3,Cash,Hongdae,6300
T00227,2026-02-03,23:52,60s+,Alcohol,와인,15000,3,Cash,Hongdae,45000
T00228,2026-02-02,11:07,20s,Tobacco,메비우스,4500,2,Cash,Mapo,9000
T00229,2026-01-03,17:04,20s,Snack,빼빼로,1500,1,Cash,Sinsa,1500
T00230,2026-01-02,04:27,40s,Beverage,에너지드링크,2200,1,Cash,Mapo,2200
T00231,2026-01-05,06:05,50s,Alcohol,소주,2100,2,Cash,Mapo,4200
T00232,2026-01-19,00:53,20s,Alcohol,캔맥주 500ml,2800,3,Points,Mapo,8400
T00233,2026-02-06,00:48,40s,Tobacco,에쎄 프라임,4500,1,Cash,Sinsa,4500
T00234,2026-01-12,12:30,20s,Fresh Food,참치마요 삼각김밥,1200,2,Credit Card,Yeouido,2400
T00235,2026-01-15,06:17,10s,Instant Food,신라면 소컵,1100,2,Mobile Pay,Gangnam,2200
T00236,2026-02-03,19:29,40s,Snack,초코빈,1200,3,Points,Hongdae,3600
T00237,2026-02-09,20:48,20s,Alcohol,캔맥주 500ml,2800,1,Cash,Gangnam,2800
T00238,2026-01-08,16:39,20s,Beverage,에너지드링크,2200,3,Cash,Hongdae,6600
T00239,2026-01-11,08:37,30s,Alcohol,소주,2100,2,Points,Hongdae,4200
T00240,2026-01-11,01:14,60s+,Alcohol,소주,2100,2,Credit Card,Sinsa,4200
T00241,2026-02-14,05:58,40s,Snack,빼빼로,1500,1,Points,Mapo,1500
T00242,2026-01-30,14:20,20s,Beverage,바나나우유,1700,2,Credit Card,Mapo,3400
T00243,2026-01-27,13:45,60s+,Tobacco,메비우스,4500,1,Mobile Pay,Yeouido,4500
T00244,2026-01-11,01:04,30s,Beverage,에너지드링크,2200,2,Mobile Pay,Sinsa,4400
T00245,2026-01-22,06:48,30s,Beverage,에너지드링크,2200,2,Credit Card,Yeouido,4400
T00246,2026-02-04,00:43,20s,Instant Food,불닭볶음면 큰컵,1800,1,Credit Card,Mapo,1800
T00247,2026-02-14,02:27,20s,Beverage,에너지드링크,2200,2,Cash,Mapo,4400
T00248,2026-02-03,14:41,50s,Alcohol,소주,2100,1,Points,Mapo,2100
T00249,2026-02-12,06:16,50s,Fresh Food,샌드위치,2800,3,Mobile Pay,Yeouido,8400
T00250,2026-01-01,12:32,20s,Beverage,아이스 아메리카노,2500,3,Points,Gangnam,7500
T00251,2026-01-21,11:14,20s,Beverage,바나나우유,1700,2,Credit Card,Hongdae,3400
T00252,2026-02-13,06:36,40s,Alcohol,소주,2100,3,Mobile Pay,Hongdae,6300
T00253,2026-02-15,17:28,20s,Snack,초코빈,1200,2,Points,Gangnam,2400
T00254,2026-01-15,13:41,20s,Alcohol,와인,15000,2,Cash,Sinsa,30000
T00255,2026-02-06,21:00,20s,Beverage,에너지드링크,2200,3,Cash,Mapo,6600
T00256,2026-01-17,01:22,40s,Tobacco,메비우스,4500,1,Credit Card,Hongdae,4500
T00257,2026-02-03,19:49,40s,Beverage,에너지드링크,2200,2,Points,Mapo,4400
T00258,2026-01-14,19:33,20s,Alcohol,와인,15000,3,Credit Card,Sinsa,45000
T00259,2026-01-30,02:51,50s,Fresh Food,샌드위치,2800,1,Mobile Pay,Mapo,2800
T00260,2026-01-04,08:26,20s,Tobacco,메비우스,4500,3,Points,Yeouido,13500
T00261,2026-01-11,20:49,30s,Beverage,에너지드링크,2200,1,Cash,Yeouido,2200
T00262,2026-01-29,02:26,40s,Tobacco,메비우스,4500,1,Points,Sinsa,4500
T00263,2026-02-10,03:15,10s,Instant Food,컵누들,1800,1,Mobile Pay,Yeouido,1800
T00264,2026-01-05,21:02,60s+,Beverage,에너지드링크,2200,1,Points,Gangnam,2200
T00265,2026-02-09,00:51,30s,Beverage,에너지드링크,2200,1,Mobile Pay,Hongdae,2200
T00266,2026-02-14,03:41,10s,Instant Food,컵누들,1800,1,Cash,Yeouido,1800
T00267,2026-02-02,13:18,10s,Snack,초코빈,1200,2,Mobile Pay,Sinsa,2400
T00268,2026-01-08,13:28,20s,Instant Food,컵누들,1800,1,Points,Gangnam,1800
T00269,2026-01-15,04:49,10s,Instant Food,불닭볶음면 큰컵,1800,2,Mobile Pay,Mapo,3600
T00270,2026-01-07,17:38,30s,Fresh Food,샌드위치,2800,1,Cash,Hongdae,2800
T00271,2026-01-06,19:50,10s,Instant Food,불닭볶음면 큰컵,1800,3,Points,Sinsa,5400
T00272,2026-02-04,18:50,20s,Instant Food,신라면 소컵,1100,2,Credit Card,Gangnam,2200
T00273,2026-02-14,22:11,50s,Beverage,에너지드링크,2200,2,Points,Hongdae,4400
T00274,2026-01-11,23:21,10s,Fresh Food,참치마요 삼각김밥,1200,1,Mobile Pay,Mapo,1200
T00275,2026-01-04,22:10,10s,Snack,초코빈,1200,2,Mobile Pay,Mapo,2400
T00276,2026-01-19,10:31,30s,Alcohol,캔맥주 500ml,2800,3,Points,Gangnam,8400
T00277,2026-01-07,04:32,10s,Beverage,에너지드링크,2200,2,Mobile Pay,Sinsa,4400
